DDI-DrugBank.d599.s4|DDI-DrugBank.d599.s4.e0|DDI-DrugBank.d599.s4.e1|1|advise
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e8|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e10|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e11|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e12|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e13|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e14|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e15|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e9|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e11|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e12|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e13|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e14|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e15|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e10|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e12|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e13|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e14|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e15|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e11|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e13|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e14|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e15|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e12|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e14|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e15|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e13|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e15|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e14|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e16|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e15|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e17|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e16|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e17|DDI-DrugBank.d680.s1.e18|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e17|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e17|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e17|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e17|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e17|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e17|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e18|DDI-DrugBank.d680.s1.e19|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e18|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e18|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e18|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e18|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e18|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e19|DDI-DrugBank.d680.s1.e20|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e19|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e19|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e19|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e19|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e20|DDI-DrugBank.d680.s1.e21|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e20|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e20|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e20|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e21|DDI-DrugBank.d680.s1.e22|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e21|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e21|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e22|DDI-DrugBank.d680.s1.e23|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e22|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s1|DDI-DrugBank.d680.s1.e23|DDI-DrugBank.d680.s1.e24|0|null
DDI-DrugBank.d680.s3|DDI-DrugBank.d680.s3.e0|DDI-DrugBank.d680.s3.e1|0|null
DDI-DrugBank.d680.s5|DDI-DrugBank.d680.s5.e0|DDI-DrugBank.d680.s5.e1|0|null
DDI-DrugBank.d680.s5|DDI-DrugBank.d680.s5.e0|DDI-DrugBank.d680.s5.e2|0|null
DDI-DrugBank.d680.s5|DDI-DrugBank.d680.s5.e1|DDI-DrugBank.d680.s5.e2|0|null
DDI-DrugBank.d680.s7|DDI-DrugBank.d680.s7.e0|DDI-DrugBank.d680.s7.e1|1|advise
DDI-DrugBank.d680.s8|DDI-DrugBank.d680.s8.e0|DDI-DrugBank.d680.s8.e1|1|mechanism
DDI-DrugBank.d680.s8|DDI-DrugBank.d680.s8.e0|DDI-DrugBank.d680.s8.e2|1|mechanism
DDI-DrugBank.d680.s8|DDI-DrugBank.d680.s8.e0|DDI-DrugBank.d680.s8.e3|1|mechanism
DDI-DrugBank.d680.s8|DDI-DrugBank.d680.s8.e1|DDI-DrugBank.d680.s8.e2|1|mechanism
DDI-DrugBank.d680.s8|DDI-DrugBank.d680.s8.e1|DDI-DrugBank.d680.s8.e3|1|mechanism
DDI-DrugBank.d680.s8|DDI-DrugBank.d680.s8.e2|DDI-DrugBank.d680.s8.e3|1|mechanism
DDI-DrugBank.d680.s9|DDI-DrugBank.d680.s9.e0|DDI-DrugBank.d680.s9.e1|0|null
DDI-DrugBank.d680.s9|DDI-DrugBank.d680.s9.e0|DDI-DrugBank.d680.s9.e2|0|null
DDI-DrugBank.d680.s9|DDI-DrugBank.d680.s9.e0|DDI-DrugBank.d680.s9.e3|0|null
DDI-DrugBank.d680.s9|DDI-DrugBank.d680.s9.e1|DDI-DrugBank.d680.s9.e2|0|null
DDI-DrugBank.d680.s9|DDI-DrugBank.d680.s9.e1|DDI-DrugBank.d680.s9.e3|0|null
DDI-DrugBank.d680.s9|DDI-DrugBank.d680.s9.e2|DDI-DrugBank.d680.s9.e3|0|null
DDI-DrugBank.d728.s1|DDI-DrugBank.d728.s1.e0|DDI-DrugBank.d728.s1.e1|0|null
DDI-DrugBank.d728.s2|DDI-DrugBank.d728.s2.e0|DDI-DrugBank.d728.s2.e1|0|null
DDI-DrugBank.d641.s2|DDI-DrugBank.d641.s2.e0|DDI-DrugBank.d641.s2.e1|0|null
DDI-DrugBank.d641.s3|DDI-DrugBank.d641.s3.e0|DDI-DrugBank.d641.s3.e1|0|null
DDI-DrugBank.d641.s3|DDI-DrugBank.d641.s3.e0|DDI-DrugBank.d641.s3.e2|0|null
DDI-DrugBank.d641.s3|DDI-DrugBank.d641.s3.e0|DDI-DrugBank.d641.s3.e3|0|null
DDI-DrugBank.d641.s3|DDI-DrugBank.d641.s3.e1|DDI-DrugBank.d641.s3.e2|0|null
DDI-DrugBank.d641.s3|DDI-DrugBank.d641.s3.e1|DDI-DrugBank.d641.s3.e3|0|null
DDI-DrugBank.d641.s3|DDI-DrugBank.d641.s3.e2|DDI-DrugBank.d641.s3.e3|0|null
DDI-DrugBank.d641.s4|DDI-DrugBank.d641.s4.e0|DDI-DrugBank.d641.s4.e1|0|null
DDI-DrugBank.d641.s5|DDI-DrugBank.d641.s5.e0|DDI-DrugBank.d641.s5.e1|0|null
DDI-DrugBank.d641.s5|DDI-DrugBank.d641.s5.e0|DDI-DrugBank.d641.s5.e2|0|null
DDI-DrugBank.d641.s5|DDI-DrugBank.d641.s5.e0|DDI-DrugBank.d641.s5.e3|0|null
DDI-DrugBank.d641.s5|DDI-DrugBank.d641.s5.e1|DDI-DrugBank.d641.s5.e2|0|null
DDI-DrugBank.d641.s5|DDI-DrugBank.d641.s5.e1|DDI-DrugBank.d641.s5.e3|0|null
DDI-DrugBank.d641.s5|DDI-DrugBank.d641.s5.e2|DDI-DrugBank.d641.s5.e3|0|null
DDI-DrugBank.d758.s0|DDI-DrugBank.d758.s0.e0|DDI-DrugBank.d758.s0.e1|1|effect
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e0|DDI-DrugBank.d676.s0.e1|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e0|DDI-DrugBank.d676.s0.e2|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e0|DDI-DrugBank.d676.s0.e3|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e0|DDI-DrugBank.d676.s0.e4|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e1|DDI-DrugBank.d676.s0.e2|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e1|DDI-DrugBank.d676.s0.e3|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e1|DDI-DrugBank.d676.s0.e4|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e2|DDI-DrugBank.d676.s0.e3|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e2|DDI-DrugBank.d676.s0.e4|1|advise
DDI-DrugBank.d676.s0|DDI-DrugBank.d676.s0.e3|DDI-DrugBank.d676.s0.e4|1|advise
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e0|DDI-DrugBank.d676.s2.e1|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e0|DDI-DrugBank.d676.s2.e2|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e0|DDI-DrugBank.d676.s2.e3|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e0|DDI-DrugBank.d676.s2.e4|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e0|DDI-DrugBank.d676.s2.e5|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e1|DDI-DrugBank.d676.s2.e2|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e1|DDI-DrugBank.d676.s2.e3|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e1|DDI-DrugBank.d676.s2.e4|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e1|DDI-DrugBank.d676.s2.e5|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e2|DDI-DrugBank.d676.s2.e3|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e2|DDI-DrugBank.d676.s2.e4|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e2|DDI-DrugBank.d676.s2.e5|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e3|DDI-DrugBank.d676.s2.e4|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e3|DDI-DrugBank.d676.s2.e5|0|null
DDI-DrugBank.d676.s2|DDI-DrugBank.d676.s2.e4|DDI-DrugBank.d676.s2.e5|0|null
DDI-DrugBank.d676.s4|DDI-DrugBank.d676.s4.e0|DDI-DrugBank.d676.s4.e1|0|null
DDI-DrugBank.d608.s0|DDI-DrugBank.d608.s0.e0|DDI-DrugBank.d608.s0.e1|0|null
DDI-DrugBank.d608.s0|DDI-DrugBank.d608.s0.e0|DDI-DrugBank.d608.s0.e2|0|null
DDI-DrugBank.d608.s0|DDI-DrugBank.d608.s0.e1|DDI-DrugBank.d608.s0.e2|0|null
DDI-DrugBank.d608.s1|DDI-DrugBank.d608.s1.e0|DDI-DrugBank.d608.s1.e1|0|null
DDI-DrugBank.d608.s2|DDI-DrugBank.d608.s2.e0|DDI-DrugBank.d608.s2.e1|1|advise
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e0|DDI-DrugBank.d608.s3.e1|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e0|DDI-DrugBank.d608.s3.e2|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e0|DDI-DrugBank.d608.s3.e3|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e1|DDI-DrugBank.d608.s3.e2|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e1|DDI-DrugBank.d608.s3.e3|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e2|DDI-DrugBank.d608.s3.e3|0|null
DDI-DrugBank.d608.s4|DDI-DrugBank.d608.s4.e0|DDI-DrugBank.d608.s4.e1|1|advise
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e0|DDI-DrugBank.d608.s5.e1|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e0|DDI-DrugBank.d608.s5.e2|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e0|DDI-DrugBank.d608.s5.e3|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e1|DDI-DrugBank.d608.s5.e2|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e1|DDI-DrugBank.d608.s5.e3|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e2|DDI-DrugBank.d608.s5.e3|0|null
DDI-DrugBank.d715.s0|DDI-DrugBank.d715.s0.e0|DDI-DrugBank.d715.s0.e1|0|null
DDI-DrugBank.d715.s0|DDI-DrugBank.d715.s0.e0|DDI-DrugBank.d715.s0.e2|0|null
DDI-DrugBank.d715.s0|DDI-DrugBank.d715.s0.e1|DDI-DrugBank.d715.s0.e2|0|null
DDI-DrugBank.d715.s1|DDI-DrugBank.d715.s1.e0|DDI-DrugBank.d715.s1.e1|0|null
DDI-DrugBank.d715.s1|DDI-DrugBank.d715.s1.e0|DDI-DrugBank.d715.s1.e2|0|null
DDI-DrugBank.d715.s1|DDI-DrugBank.d715.s1.e1|DDI-DrugBank.d715.s1.e2|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e1|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e2|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e3|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e4|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e5|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e6|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e7|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e0|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e2|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e3|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e4|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e5|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e6|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e7|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e12|0|null
